Genus,Species,Sample code,Location,Population,Species,Population,Plant,Leaf,Sample,Phytolith,ArBBox,Area,ArEqD,AspRatio,Breadth,CArea,CHull,Circularity,Compactness,Concavity,Convexity,Curve_Length,Curve_Width,EqEllAr,Feret,MaxR,MBCRadius,MinR,ModRatio,PerEqD,Perimeter,Rectangularity,RFactor,Roundness,Shape,Solidity,Sphericity
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,48,1366,950.5,34.788,2.048,25.83,1085,132.589,0.57,0.658,134.5,0.916,18.6,7.2,1072.854,52.887,26.941,26.445,5.734,0.217,302.554,144.811,0.696,0.798,0.433,22.062,0.876,0.213
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,49,1818,1218,39.38,2.361,27.75,1467.5,156.402,0.512,0.601,249.5,0.905,23.2,7.8,1427.854,65.521,33.039,32.76,4.922,0.15,387.701,172.853,0.67,0.76,0.361,24.53,0.83,0.149
Setaria,italica,1_4,Bcn-1,PI 614815,2,6,12,21,42,50,1954,1148,38.232,1.198,40.39,1300.5,134.178,0.567,0.79,152.5,0.841,20.6,8.4,1534.668,48.384,25.015,24.195,6.476,0.268,365.42,159.539,0.588,0.883,0.624,22.171,0.883,0.259
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,1,2526,1642,45.724,1.905,36.41,1976.5,177.88,0.524,0.659,334.5,0.896,25.7,9.7,1983.916,69.376,35.693,34.846,5.85,0.169,522.665,198.51,0.65,0.816,0.434,23.999,0.831,0.164
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,2,1742,1128.5,37.906,1.296,36.67,1193.5,129.073,0.75,0.798,65,0.939,17.3,9.1,1368.164,47.508,23.921,23.754,10.452,0.44,359.213,137.497,0.648,0.865,0.637,16.753,0.946,0.437
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,3,2436,1662,46.001,1.67,38.19,1885,167.331,0.593,0.721,223,0.892,23.6,10,1913.23,63.789,32.376,31.98,7.931,0.249,529.031,187.681,0.682,0.835,0.52,21.194,0.882,0.245
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,4,3112,1876,48.873,1.317,48.62,2179.5,175.834,0.586,0.764,303.5,0.877,25.4,10.7,2444.159,64.008,32.07,32.004,9.322,0.291,597.149,200.51,0.603,0.874,0.583,21.431,0.861,0.291
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,5,2385,1435.5,42.752,1.143,45.69,1618.5,148.13,0.589,0.819,183,0.847,22.1,9.6,1873.175,52.202,26.21,26.101,8.77,0.336,456.934,174.953,0.602,0.903,0.671,21.323,0.887,0.335
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,6,2114,1302,40.716,1.205,41.88,1470.5,142.278,0.636,0.807,168.5,0.887,19.7,9.7,1660.332,50.478,25.919,25.275,9.547,0.378,414.439,160.368,0.616,0.897,0.651,19.752,0.885,0.368
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,7,2186,1351.5,41.482,1.247,41.88,1554.5,146.579,0.627,0.795,203,0.89,21.6,9.7,1716.88,52.202,26.458,26.212,9.009,0.345,430.196,164.61,0.618,0.894,0.631,20.049,0.869,0.34
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,8,1960,1152,38.298,1.307,38.73,1339,138.127,0.596,0.757,187,0.886,21.1,8.6,1539.38,50.606,25.433,25.306,6.956,0.275,366.693,155.882,0.588,0.869,0.573,21.093,0.86,0.273
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,9,2072,1314.5,40.911,1.23,41.05,1461,141.101,0.654,0.81,146.5,0.888,20.4,9.5,1627.345,50.478,25.74,25.239,9.75,0.386,418.418,158.953,0.634,0.89,0.657,19.221,0.9,0.379
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,10,2072,1276,40.307,2.21,30.62,1587,162.61,0.467,0.596,311,0.877,24.7,7.6,1627.345,67.676,34.16,33.838,3.226,0.095,406.163,185.338,0.616,0.765,0.355,26.92,0.804,0.094
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,11,2334,1489.5,43.549,1.231,43.54,1692,152.102,0.658,0.812,202.5,0.902,21.1,10.6,1833.119,53.6,28.099,26.8,10.89,0.406,474.123,168.61,0.638,0.903,0.66,19.087,0.88,0.388
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,12,2448,1540.5,44.288,1.472,40.78,1788,160.804,0.558,0.738,247.5,0.863,24.7,9.5,1922.655,60.033,30.106,30.019,5.476,0.182,490.356,186.267,0.629,0.853,0.544,22.522,0.862,0.182
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,13,2622,1573,44.753,1.234,46.09,1807,159.073,0.616,0.787,234,0.888,22.8,10.3,2059.314,56.886,29.516,28.58,8.014,0.282,500.701,179.196,0.6,0.89,0.619,20.414,0.871,0.272
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,14,2388,1602.5,45.17,1.729,37.16,1804,162.915,0.625,0.703,201.5,0.908,23.4,9.5,1875.531,64.257,32.163,32.129,8.519,0.265,510.092,179.439,0.671,0.807,0.494,20.092,0.888,0.265
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,15,1764,1006.5,35.798,1.061,40.77,1119,123.681,0.696,0.827,112.5,0.917,15.6,9.5,1385.442,43.267,21.92,21.633,11.857,0.548,320.379,134.811,0.571,0.91,0.685,18.057,0.899,0.541
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,16,1966,1233.5,39.63,1.398,37.5,1410.5,139.98,0.592,0.756,177,0.865,21.3,8.2,1544.093,52.431,26.35,26.215,6.47,0.247,392.635,161.782,0.627,0.85,0.571,21.219,0.875,0.246
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,17,2591,1685,46.319,2.359,33.14,2062.5,188.786,0.468,0.592,377.5,0.887,28,9.4,2034.967,78.186,39.448,39.093,3.432,0.088,536.352,212.794,0.65,0.769,0.351,26.873,0.817,0.087
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,18,2074,1235,39.654,1.236,40.96,1404.5,140.686,0.625,0.783,169.5,0.893,20.3,9.2,1628.916,50.636,25.638,25.319,8.975,0.355,393.113,157.539,0.595,0.884,0.613,20.096,0.879,0.35
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,19,2450,1397.5,42.182,1.36,42.44,1625.5,155.444,0.599,0.731,228,0.907,23,9.3,1924.225,57.723,29.185,28.883,8.142,0.282,444.838,171.296,0.57,0.857,0.534,20.996,0.86,0.279
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,20,2683,1468,43.233,1.244,46.44,1683.5,156.949,0.613,0.748,215.5,0.904,23,9.5,2107.223,57.775,29.22,28.888,8.516,0.295,467.279,173.539,0.547,0.865,0.56,20.515,0.872,0.291
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,21,2067,1228.5,39.55,1.467,37.53,1410.5,144.848,0.579,0.718,182,0.887,22.3,8.6,1623.418,55.073,28.556,27.567,6.517,0.237,391.044,163.296,0.594,0.837,0.516,21.706,0.871,0.228
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,22,2240,1353.5,41.513,1.706,36.24,1597,156.827,0.573,0.672,243.5,0.91,23,8.2,1759.292,61.814,31.023,30.907,7.374,0.239,430.832,172.267,0.604,0.808,0.451,21.925,0.848,0.238
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,23,2408,1510.5,43.855,1.675,37.91,1746,160.927,0.592,0.69,235.5,0.899,23.5,9,1891.239,63.514,32.352,31.757,8.462,0.266,480.807,179.095,0.627,0.807,0.477,21.235,0.865,0.262
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,24,1735,1004,35.754,1.356,35.77,1130.5,128.431,0.642,0.737,126.5,0.916,18.5,7.8,1362.666,48.508,24.29,24.254,7.552,0.311,319.583,140.225,0.579,0.843,0.543,19.585,0.888,0.311
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,25,2366,1534.5,44.202,2.009,34.32,1866.5,171.943,0.526,0.641,332,0.898,24.6,9.3,1858.252,68.942,34.626,34.471,5.724,0.166,488.447,191.439,0.649,0.794,0.411,23.883,0.822,0.165
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,26,2111,1344,41.367,1.255,41.01,1455,143.791,0.706,0.804,111,0.929,19.6,10.4,1657.975,51.478,26.764,25.847,11.205,0.435,427.809,154.711,0.637,0.889,0.646,17.809,0.924,0.419
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,27,2097,1257,40.006,1.313,39.96,1408,141.575,0.657,0.762,151,0.913,21.1,9.6,1646.98,52.479,26.858,26.245,9.265,0.353,400.116,155.054,0.599,0.859,0.581,19.126,0.893,0.345
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,28,2156,1373,41.811,1.848,34.15,1642.5,161.255,0.53,0.662,269.5,0.893,23.4,8.9,1693.318,63.127,32.212,31.567,5.239,0.166,437.039,180.51,0.637,0.813,0.439,23.732,0.836,0.163
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,29,2351,1294.5,40.598,1.393,41.09,1512,151.617,0.561,0.71,217.5,0.89,22.7,9,1846.471,57.219,28.855,28.609,6.515,0.228,412.052,170.267,0.551,0.843,0.503,22.395,0.856,0.226
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,30,1884,1057.5,36.694,1.106,41.27,1195.5,127.498,0.619,0.804,138,0.87,17.5,9.1,1479.69,45.651,22.994,22.825,8.724,0.382,336.613,146.468,0.561,0.889,0.646,20.286,0.885,0.379
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,31,2227,1403,42.265,1.687,36.33,1617.5,156.218,0.607,0.69,214.5,0.917,22.9,8.9,1749.082,61.294,31.044,30.647,8.131,0.265,446.589,170.368,0.63,0.811,0.475,20.688,0.867,0.262
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,32,1554,1154.5,38.34,1.866,28.86,1305,139.945,0.648,0.712,150.5,0.935,19.6,8.3,1220.509,53.852,27.496,26.926,7.655,0.284,367.489,149.64,0.743,0.827,0.507,19.395,0.885,0.278
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,33,1885,1131,37.948,1.146,40.55,1270.5,131.8,0.668,0.816,139.5,0.903,18.1,9.2,1480.476,46.487,24.164,23.256,10.346,0.445,360.008,145.882,0.6,0.902,0.666,18.817,0.89,0.428
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,34,2054,1203.5,39.145,1.426,37.95,1372,140.48,0.637,0.723,168.5,0.911,20.4,9.1,1613.208,54.12,27.284,27.064,10.314,0.381,383.086,154.125,0.586,0.826,0.523,19.738,0.877,0.378
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,35,2429,1363.5,41.666,1.054,48,1552.5,145.211,0.594,0.823,189,0.855,19.9,10.8,1907.732,50.606,25.714,25.303,9.363,0.37,434.016,169.782,0.561,0.913,0.678,21.141,0.878,0.364
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,36,2849,1666.5,46.064,1.622,41.91,1879,168.307,0.611,0.678,212.5,0.909,25.5,9,2237.599,67.978,34.034,33.989,10.239,0.301,530.463,185.095,0.585,0.788,0.459,20.558,0.887,0.301
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,37,2535,1438.5,42.797,1.159,46.77,1636.5,150.558,0.603,0.79,198,0.87,20.3,10.7,1990.984,54.203,28.416,27.102,10.52,0.388,457.889,173.095,0.567,0.884,0.623,20.829,0.879,0.37
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,38,2373,1400,42.22,1.235,43.84,1607.5,148.944,0.629,0.78,207.5,0.891,21.3,9.8,1863.75,54.129,27.634,27.065,8.8,0.325,445.634,167.196,0.59,0.876,0.608,19.967,0.871,0.318
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,39,2210,1275.5,40.299,1.176,43.34,1415,142.382,0.648,0.79,139.5,0.905,19.8,9.4,1735.73,50.99,25.596,25.495,9.156,0.359,406.004,157.296,0.577,0.889,0.625,19.398,0.901,0.358
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,40,2160,1292,40.559,1.417,39.04,1465,145.188,0.641,0.733,173,0.912,21.6,8.9,1696.46,55.326,28.327,27.663,8.947,0.323,411.256,159.196,0.598,0.835,0.537,19.616,0.882,0.316
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,41,2150,1514.5,43.913,1.928,33.4,1810,165.975,0.539,0.682,295.5,0.883,22.9,9.6,1688.606,64.382,33.604,32.191,6.023,0.187,482.08,187.924,0.704,0.821,0.465,23.318,0.837,0.179
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,42,1862,1232.5,39.614,1.878,31.49,1455.5,151.667,0.535,0.67,223,0.892,21.3,8.1,1462.411,59.135,30.018,29.568,4.956,0.168,392.317,170.125,0.662,0.816,0.449,23.483,0.847,0.165
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,43,2645,1553,44.467,1.174,47.46,1803.5,157.861,0.607,0.798,250.5,0.88,23,10.6,2077.378,55.731,28.567,27.879,9.02,0.324,494.335,179.338,0.587,0.902,0.637,20.71,0.861,0.316
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,44,2249,1073.5,36.971,1.025,46.83,1352.5,138.484,0.54,0.77,279,0.876,18.4,10,1766.36,48.021,25.354,24.234,9.787,0.408,341.706,158.125,0.477,0.918,0.593,23.292,0.794,0.386
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,45,2051,1174.5,38.671,1.159,42.06,1365.5,137.152,0.593,0.793,191,0.869,20.3,8.6,1610.852,48.765,24.765,24.382,6.542,0.268,373.855,157.782,0.573,0.895,0.629,21.196,0.86,0.264
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,46,1844,1165.5,38.522,1.324,37.32,1306.5,134.722,0.647,0.78,141,0.895,19.3,8.5,1448.274,49.406,24.983,24.703,7.01,0.284,370.99,150.468,0.632,0.868,0.608,19.426,0.892,0.281
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,47,2162,1323.5,41.05,1.329,40.34,1530.5,146.269,0.605,0.766,207,0.882,21.8,9.1,1698.031,53.6,26.995,26.803,7.158,0.267,421.283,165.782,0.612,0.869,0.587,20.766,0.865,0.265
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,48,2160,1225.5,39.501,1.054,45.28,1378.5,137.632,0.665,0.828,153,0.905,18.3,11,1696.46,47.707,25.35,23.855,12.777,0.536,390.089,152.125,0.567,0.918,0.686,18.884,0.889,0.504
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,49,1699,1110,37.594,1.345,35.54,1217,131.022,0.693,0.786,107,0.923,19.1,9,1334.391,47.802,24.87,23.981,9.591,0.401,353.324,141.882,0.653,0.872,0.619,18.136,0.912,0.386
Setaria,italica,1_5,Bcn-1,PI 614815,2,6,12,22,43,50,1587,1065.5,36.833,1.457,33,1218,130.662,0.62,0.766,152.5,0.889,18.1,8.2,1246.427,48.094,24.445,24.131,6.86,0.285,339.159,146.953,0.671,0.865,0.587,20.268,0.875,0.281
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,1,2468,1416.5,42.468,1.658,38.58,1716,162.812,0.506,0.664,299.5,0.868,25.4,9,1938.363,63.977,32.68,31.989,2.468,0.077,450.886,187.581,0.574,0.81,0.441,24.84,0.825,0.076
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,2,1922,1184.5,38.835,1.8,32.68,1396,148.281,0.516,0.66,211.5,0.873,23,8.4,1509.535,58.822,29.714,29.42,1.872,0.064,377.038,169.924,0.616,0.802,0.436,24.377,0.848,0.063
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,3,2596,1706,46.606,1.988,36.14,2060.5,180.742,0.51,0.649,354.5,0.882,27,10,2038.894,71.84,36.769,35.92,4.729,0.132,543.037,204.995,0.657,0.801,0.421,24.632,0.828,0.129
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,4,2390,1525,44.065,1.784,36.6,1765.5,167.118,0.56,0.675,240.5,0.903,24.5,9.9,1877.102,65.299,33.97,32.666,6.922,0.212,485.423,184.995,0.638,0.815,0.455,22.441,0.864,0.204
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,5,2179,1533.5,44.187,2.556,29.2,1786.5,176.488,0.507,0.592,253,0.906,26.8,8.7,1711.383,74.632,38.551,37.325,4.994,0.134,488.128,194.894,0.704,0.753,0.351,24.769,0.858,0.13
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,6,2157,1360.5,41.62,2.057,32.38,1552,161.038,0.535,0.625,191.5,0.901,24.6,8.4,1694.104,66.611,33.828,33.305,5.452,0.164,433.061,178.752,0.631,0.77,0.39,23.486,0.877,0.161
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,7,2688,1766,47.419,1.586,41.16,2002.5,173.153,0.574,0.726,236.5,0.881,25.1,10.5,2111.15,65.299,33.293,32.757,7.944,0.243,562.135,196.652,0.657,0.844,0.527,21.898,0.882,0.239
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,8,1748,1235,39.654,2.273,27.73,1560.5,157.903,0.466,0.629,325.5,0.865,22.8,8.5,1372.876,63.032,31.804,31.518,2.867,0.091,393.113,182.51,0.707,0.797,0.396,26.971,0.791,0.09
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,9,1551,1050.5,36.572,2.015,27.75,1288.5,142.086,0.504,0.654,238,0.878,21.1,7.8,1218.153,55.902,29.006,27.953,2.911,0.104,334.385,161.782,0.677,0.809,0.428,24.915,0.815,0.1
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,10,2013,1141.5,38.124,1.185,41.21,1351.5,137.632,0.514,0.78,210,0.824,21.6,8.4,1581.006,48.847,25.16,24.505,4.979,0.204,363.351,167.095,0.567,0.897,0.609,24.46,0.845,0.198
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,11,1914,1418.5,42.498,2.281,28.97,1660,163.128,0.527,0.643,241.5,0.887,22.9,9,1503.252,66.068,33.235,33.036,4.189,0.127,451.523,183.924,0.741,0.786,0.414,23.848,0.855,0.126
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,12,1254,795,31.815,1.439,29.52,877.5,111.614,0.652,0.749,82.5,0.902,16.2,6.9,984.889,42.485,21.256,21.243,6.727,0.317,253.056,123.74,0.634,0.836,0.561,19.26,0.906,0.316
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,13,2081,1254,39.958,1.554,36.6,1440,147.279,0.592,0.703,186,0.902,21.9,8.4,1634.414,56.859,28.91,28.444,6.064,0.213,399.161,163.196,0.603,0.824,0.494,21.238,0.871,0.21
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,14,1420,905,33.945,1.556,30.21,1043.5,123.94,0.565,0.722,138.5,0.874,18,7.6,1115.265,47.011,24.525,23.546,4.54,0.193,288.07,141.882,0.637,0.839,0.521,22.244,0.867,0.185
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,15,2006,1321.5,41.019,2.541,28.1,1680.5,171.377,0.445,0.574,359,0.887,25.6,8.1,1575.509,71.4,35.758,35.7,3.345,0.094,420.647,193.238,0.659,0.764,0.33,28.256,0.786,0.094
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,16,1575,945.5,34.697,1.433,33.15,1130.5,128.197,0.533,0.73,185,0.859,19.6,7.6,1237.002,47.508,24.415,23.757,3.768,0.159,300.962,149.296,0.6,0.859,0.533,23.574,0.836,0.154
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,17,2106,1327.5,41.112,1.364,39.29,1534,147.561,0.57,0.767,206.5,0.862,22.1,8.8,1654.049,53.6,27.245,26.803,6.399,0.239,422.556,171.095,0.63,0.876,0.588,22.052,0.865,0.235
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,18,2300,1343.5,41.359,1.77,36.04,1669,160.067,0.506,0.648,325.5,0.877,24.8,8.4,1806.416,63.812,32.128,31.906,3.09,0.097,427.649,182.61,0.584,0.798,0.42,24.821,0.805,0.096
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,19,1733,1048.5,36.538,1.552,33.41,1230,135.477,0.524,0.704,181.5,0.854,20.9,7.9,1361.095,51.865,26.897,25.933,2.948,0.114,333.748,158.61,0.605,0.831,0.496,23.994,0.852,0.11
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,20,1794,1130.5,37.939,1.402,35.77,1258.5,132.971,0.64,0.756,128,0.893,20,8.4,1409.004,50.16,25.581,25.08,8.456,0.337,359.849,148.953,0.63,0.844,0.572,19.626,0.898,0.331
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,21,2484,1512.5,43.884,1.427,41.72,1787,160.814,0.538,0.737,274.5,0.856,23.6,9.5,1950.929,59.54,30.214,29.791,5.615,0.189,481.444,187.924,0.609,0.86,0.543,23.349,0.846,0.186
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,22,2177,1243.5,39.79,1.5,38.1,1486,148.387,0.498,0.696,242.5,0.838,23.3,8.1,1709.812,57.14,28.736,28.57,3.813,0.133,395.818,177.095,0.571,0.827,0.485,25.221,0.837,0.133
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,23,1661,1074.5,36.988,1.359,34.96,1181.5,127.847,0.647,0.779,107,0.885,18.8,8.2,1304.546,47.508,24.144,23.763,7.536,0.317,342.024,144.468,0.647,0.857,0.606,19.424,0.909,0.312
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,24,1942,1189,38.909,1.617,34.66,1427.5,145.954,0.505,0.694,238.5,0.848,22.6,8.9,1525.243,56.036,28.443,28.018,2.966,0.106,378.47,172.024,0.612,0.829,0.482,24.888,0.833,0.104
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,25,1742,1230.5,39.582,2.044,29.2,1455,150.434,0.521,0.663,224.5,0.873,21,8.3,1368.164,59.666,29.96,29.833,4.036,0.135,391.68,172.267,0.706,0.803,0.44,24.117,0.846,0.135
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,26,1996,1164.5,38.506,1.785,33.44,1467,150.781,0.465,0.645,302.5,0.85,23.3,8.6,1567.655,59.682,30.732,29.841,2.56,0.086,370.672,177.439,0.583,0.804,0.416,27.037,0.794,0.083
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,27,2146,1218.5,39.388,1.732,35.2,1505.5,155.13,0.504,0.646,287,0.89,23.5,8.8,1685.464,60.959,31.731,30.503,5.31,0.174,387.861,174.267,0.568,0.81,0.418,24.923,0.809,0.167
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,28,1419,977.5,35.279,1.371,32.18,1097,124.157,0.633,0.8,119.5,0.891,17.7,7.8,1114.48,44.102,22.735,22.233,5.883,0.267,311.148,139.296,0.689,0.896,0.64,19.85,0.891,0.259
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,29,1758,1080,37.082,2.076,29.1,1292,144.986,0.528,0.614,212,0.904,21.6,7.3,1380.73,60.415,31.048,30.208,5.215,0.173,343.775,160.368,0.614,0.764,0.377,23.813,0.836,0.168
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,30,1722,1001,35.7,1.594,32.87,1168.5,134.225,0.556,0.681,167.5,0.893,20.5,7.9,1352.456,52.393,27.273,26.212,4.507,0.172,318.628,150.368,0.581,0.815,0.464,22.588,0.857,0.165
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,31,2052,1229.5,39.566,1.939,32.54,1504.5,155.734,0.504,0.627,275,0.889,23.5,8.2,1611.637,63.071,32.168,31.539,2.906,0.092,391.362,175.095,0.599,0.786,0.394,24.936,0.817,0.09
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,32,2046,1376.5,41.864,2.222,30.35,1633,165.867,0.531,0.621,256.5,0.919,24.4,8.3,1606.925,67.424,34.165,33.712,6.365,0.189,438.154,180.409,0.673,0.783,0.386,23.645,0.843,0.186
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,33,2743,1665.5,46.05,1.9,37.99,1980,178.979,0.523,0.638,314.5,0.895,27.1,9.2,2154.347,72.201,36.472,36.101,5.595,0.155,530.145,200.066,0.607,0.789,0.407,24.033,0.841,0.153
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,34,2112,1229,39.558,1.44,38.29,1448.5,146.897,0.533,0.717,219.5,0.863,22.2,9.1,1658.761,55.154,28.27,27.577,5.251,0.19,391.203,170.167,0.582,0.848,0.514,23.561,0.848,0.186
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,35,1450,984,35.396,1.393,32.26,1102,123.696,0.614,0.788,118,0.872,18.4,7.9,1138.827,44.944,23.215,22.472,6.724,0.299,313.217,141.882,0.679,0.876,0.62,20.458,0.893,0.29
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,36,1958,1270.5,40.22,1.719,33.75,1477,150.841,0.535,0.693,206.5,0.873,22.8,8.8,1537.81,58.009,29.26,29.013,3.915,0.135,404.413,172.752,0.649,0.828,0.481,23.489,0.86,0.134
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,37,1529,1051,36.581,1.675,30.21,1220,134.031,0.56,0.723,169,0.873,19.2,8.2,1200.874,50.606,26.194,25.317,4.58,0.181,334.544,153.539,0.687,0.843,0.523,22.43,0.861,0.175
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,38,1572,975,35.234,1.406,33.44,1090.5,124.747,0.626,0.749,115.5,0.892,18,7.6,1234.646,47.011,23.719,23.505,6.807,0.29,310.352,139.882,0.62,0.845,0.562,20.069,0.894,0.287
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,39,2115,1270,40.212,1.47,37.93,1513,148.048,0.56,0.721,243,0.877,22.8,8.8,1661.117,55.758,28.005,27.879,4.9,0.176,404.254,168.853,0.6,0.845,0.52,22.45,0.839,0.175
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,40,2005,1227,39.525,1.569,35.75,1460.5,148.222,0.567,0.705,233.5,0.899,22.1,8.8,1574.723,56.08,28.438,28.04,5.523,0.197,390.566,164.853,0.612,0.841,0.497,22.149,0.84,0.194
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,41,1764,1108.5,37.568,1.542,33.82,1284,137.291,0.562,0.72,175.5,0.872,20.5,8.3,1385.442,52.154,27.211,26.077,5.883,0.226,352.846,157.439,0.628,0.838,0.519,22.361,0.863,0.216
Setaria,italica,1_6,Bcn-1,PI 614815,2,6,12,22,44,42,1544,1011,35.878,1.409,33.1,1180.5,127.637,0.466,0.769,169.5,0.773,20.1,7.1,1212.655,46.648,23.851,23.396,0.406,0.017,321.811,165.196,0.655,0.871,0.592,26.993,0.856,0.017
